C1	19.05	28.19	90.00		C0402
C2	21.34	28.32	270.00		C0402
C3	27.30	21.08	180.00		C0402
R1	20.83	23.50	180.00		R0402
R2	24.77	21.08	180.00		R0402
R3	21.46	21.72	90.00		R0402
R4	20.83	24.64	0.00		R0402
R5	30.23	29.72	0.00		R0402
R6	27.30	29.72	0.00		R0402
R7	20.83	25.91	180.00		R0402
R8	20.19	28.32	270.00		R0402
U1	26.67	25.40	90.00	TL084QD	SOIC127P600X175-14N
